DATE,ability,absacc,acc,accq,adm,ami,assgrw,ba,backlog,bcir,bet,betasq,bliq,bm,capexgrw,cashdebt,cdi,cep,cfmkt,chcurrat,chg_debt,chg_fin,chgat,chgcoa,chgcol,chgnoa,chgnwc,chgoa,chgol,chgpm,chgppe,chinv,chmom,chtx,ci,coskew,cp,crev,csaleinv,cto,currat,dctaq,ddemp,depr,dfina,dimson,dior,disacc,divy,dlno,dnco,dnwc,down,dp,droa,droe,dsti,earet,earnsm,ebg,ebm,em,ep,eqd,etax,fhigh,firmage,frm,fscore,gad,gltdebt,gmsale,gprof,gscore,hire,idio,ind,indcapex,indcf,indebit,indsale,intanret,invgrw,ior,kzindex,laboreff,lev,levbm,lmom,ltbeta,ltrev,max,mliq,mom,mv,nef,noa,npyield,nxf,ocp,operprof,orgcap,oscore,pchdepr,pchquick,pctacc,peroa,pin,price,prof,profm,pyield,quick,rdmkt,rdmve,rds,rdsale,real,roa,roavol,roe,roic,rom,rsup,salecash,saleinv,saleinvt,salerec,salerect,salexsga,sdebt,sgr,shriss1,shriss5,size,sp,spitem,sprdvol,stbeta,stdacc,stdcf,stdroa,strev,sue,susg,ta,tang,tbi,td,turn,varcf,vdvol,voltrend,vturn,wwindex,xfin,zero,zscore
20150310,-0.4%,-0.4%,-0.2%,0.4%,-0.1%,1.1%,0.1%,0.1%,,-0.6%,-1.8%,-0.8%,1.0%,-0.2%,0.2%,-0.0%,-0.5%,0.4%,-0.4%,0.1%,-0.0%,-0.2%,-0.4%,-0.1%,-0.3%,-0.2%,-0.1%,0.3%,0.4%,-0.1%,-0.5%,-0.2%,1.2%,0.1%,-0.2%,0.7%,-0.5%,0.8%,0.2%,-0.3%,0.1%,-0.1%,0.3%,-0.4%,0.4%,-0.7%,,-0.1%,0.3%,-0.1%,-0.2%,0.1%,-1.1%,0.5%,0.3%,0.1%,-0.0%,-0.0%,0.1%,-0.4%,0.2%,0.3%,0.5%,-1.6%,0.2%,1.1%,,0.1%,-0.1%,-0.6%,-0.1%,0.4%,0.2%,-0.1%,0.0%,-0.7%,1.1%,1.3%,-0.2%,0.2%,-0.3%,-0.1%,0.1%,,-0.1%,-0.3%,0.2%,-0.9%,-0.6%,,0.4%,-0.8%,-0.3%,0.8%,-1.0%,0.3%,-1.2%,0.5%,0.3%,-0.4%,0.0%,0.1%,-0.1%,-0.6%,0.2%,0.7%,0.7%,,,-0.5%,0.2%,0.3%,0.1%,0.1%,-0.3%,0.8%,0.6%,0.3%,-0.2%,-0.4%,-0.2%,-0.0%,0.3%,0.0%,-0.7%,-0.1%,0.1%,-0.5%,-0.0%,-0.5%,,-0.5%,-0.2%,0.5%,,-0.5%,0.1%,0.5%,-1.3%,0.4%,0.6%,-0.5%,0.5%,-0.3%,0.4%,0.5%,0.3%,0.1%,0.2%,-1.4%,-0.4%,-1.2%,-0.2%,-1.1%,0.8%,0.1%,1.5%,1.1%
20150311,-0.2%,-0.3%,0.5%,0.1%,-0.3%,-0.1%,0.5%,-0.4%,,0.8%,1.3%,-0.2%,0.7%,-0.1%,0.2%,0.7%,0.0%,-0.3%,1.3%,-0.2%,0.3%,0.6%,0.2%,0.4%,0.4%,-0.3%,0.6%,-0.1%,0.3%,0.2%,1.4%,0.7%,-0.4%,0.1%,0.3%,-0.1%,0.1%,-0.4%,-0.4%,-0.1%,0.5%,0.4%,0.2%,0.1%,0.1%,0.3%,,-0.7%,-0.0%,-0.4%,-0.5%,0.1%,1.0%,-0.9%,-0.0%,0.5%,0.0%,0.6%,0.3%,0.4%,-0.0%,-0.4%,0.7%,0.4%,-0.6%,-0.4%,,-0.0%,0.2%,0.1%,0.5%,0.2%,-0.5%,-0.8%,0.3%,-0.5%,-0.6%,-0.4%,0.9%,0.1%,0.0%,0.4%,0.1%,,0.1%,0.7%,-0.2%,0.4%,0.7%,,0.6%,0.6%,0.5%,-0.0%,1.0%,-0.2%,0.2%,-0.5%,-0.2%,0.2%,-0.3%,-0.6%,-0.7%,0.4%,-0.3%,-0.3%,-0.3%,,,0.2%,0.6%,-0.5%,0.5%,-0.8%,-0.6%,0.5%,-0.0%,-0.1%,0.3%,0.1%,0.3%,0.3%,0.4%,0.7%,-0.1%,0.0%,-0.4%,0.0%,0.3%,0.5%,,0.8%,-0.4%,-0.3%,,-0.0%,0.3%,-0.3%,0.2%,-0.6%,-0.4%,0.1%,-0.1%,0.1%,0.0%,0.4%,-0.2%,-0.2%,-0.0%,0.6%,-0.7%,0.4%,-0.2%,0.2%,-0.5%,0.2%,-0.7%,0.9%
20150312,0.2%,-0.7%,-0.1%,-1.2%,0.3%,-0.5%,0.3%,-0.2%,,0.3%,0.3%,0.2%,-0.8%,-0.1%,-0.0%,0.4%,-0.2%,-0.6%,-0.1%,0.1%,0.0%,-0.0%,0.1%,0.2%,-0.4%,0.2%,0.2%,0.5%,0.3%,0.5%,0.1%,0.1%,0.8%,0.1%,0.3%,0.6%,-1.0%,0.4%,0.3%,0.1%,-0.2%,-0.2%,0.6%,0.0%,-0.0%,0.4%,,0.0%,0.4%,0.1%,0.0%,0.4%,0.3%,-0.3%,0.2%,0.1%,0.4%,-0.3%,-0.5%,-0.4%,0.5%,0.5%,0.6%,-0.4%,0.1%,0.4%,,-0.1%,-0.8%,0.1%,0.1%,0.1%,1.1%,-0.3%,0.3%,-0.7%,1.4%,0.9%,-0.1%,0.5%,0.3%,0.4%,0.5%,,-0.3%,0.3%,0.4%,-0.1%,-0.4%,,0.7%,-0.4%,-1.0%,-0.0%,-0.4%,-0.6%,0.1%,-0.3%,-0.9%,-0.2%,1.0%,-0.4%,-0.1%,-0.7%,0.1%,-0.0%,0.1%,,,0.4%,1.1%,0.2%,-0.4%,-0.1%,-0.6%,-0.5%,-0.8%,0.5%,0.3%,-1.2%,0.6%,0.7%,0.7%,0.0%,0.6%,0.1%,0.2%,-0.1%,0.2%,-0.3%,,0.2%,-0.1%,0.0%,,0.2%,0.0%,-0.7%,-0.5%,-0.8%,-0.8%,-1.0%,-0.5%,-0.6%,-0.1%,-0.5%,-1.0%,0.1%,0.0%,-0.8%,-0.9%,0.6%,-0.1%,-0.7%,-0.3%,0.2%,-0.0%,0.2%
20150313,-0.4%,-0.3%,0.0%,-0.1%,-0.4%,0.6%,0.2%,0.3%,,-0.7%,-1.2%,-0.6%,0.2%,0.6%,0.3%,0.1%,-0.3%,-0.1%,0.5%,-0.0%,-0.3%,-0.3%,-0.3%,-0.4%,-0.2%,-0.0%,0.0%,0.1%,-0.2%,0.2%,0.1%,-0.4%,0.6%,0.0%,0.2%,0.2%,0.1%,0.8%,0.6%,-0.3%,0.5%,0.2%,-0.3%,0.3%,0.9%,-1.0%,,0.2%,-0.1%,0.0%,0.1%,0.0%,-0.1%,-0.1%,-0.1%,-0.0%,0.3%,0.5%,-0.6%,0.3%,-0.3%,-0.3%,-0.0%,-0.7%,-0.1%,0.8%,,0.2%,0.3%,-0.3%,-0.4%,-0.1%,-0.4%,-0.1%,-0.0%,-0.6%,0.6%,0.6%,0.6%,0.3%,0.1%,-0.0%,0.1%,,-0.3%,0.3%,0.1%,0.1%,-0.1%,,0.8%,-0.5%,0.1%,0.6%,-0.8%,-0.2%,-0.4%,0.1%,0.0%,0.2%,-0.1%,-0.3%,-0.1%,0.1%,0.1%,-0.2%,-0.1%,,,-0.5%,0.2%,0.5%,0.5%,0.5%,0.1%,0.1%,0.3%,-0.4%,-0.1%,-0.3%,-0.0%,-0.2%,0.3%,0.4%,-0.4%,0.1%,0.5%,-0.3%,0.0%,-0.3%,,0.4%,-0.5%,-0.8%,,0.0%,0.4%,0.2%,-0.6%,-0.0%,-0.0%,0.5%,0.7%,-0.1%,0.5%,0.3%,-0.2%,0.1%,0.1%,-0.8%,0.7%,-0.6%,-0.2%,-1.0%,0.3%,0.4%,0.8%,1.2%
20150316,-0.4%,-0.9%,0.2%,-1.4%,-0.6%,-1.5%,0.8%,0.1%,,0.2%,-0.0%,-0.9%,-0.1%,-0.4%,-0.2%,0.6%,0.5%,-0.0%,0.4%,-0.2%,0.3%,0.3%,-0.3%,0.5%,1.0%,0.1%,-0.6%,0.3%,-0.1%,-0.1%,-0.0%,0.3%,1.1%,0.1%,0.2%,0.1%,-0.5%,1.0%,-0.4%,0.7%,0.2%,0.0%,0.3%,-0.4%,-0.2%,-1.1%,,-0.1%,-0.1%,0.6%,0.4%,0.1%,0.4%,-1.1%,0.4%,0.5%,0.0%,0.1%,-0.1%,0.2%,0.0%,0.5%,0.4%,0.7%,-0.2%,1.6%,,0.1%,1.0%,0.0%,0.4%,-0.0%,-0.3%,0.1%,0.1%,-1.7%,0.8%,0.4%,0.4%,0.5%,0.3%,-0.2%,-0.1%,,1.1%,-0.0%,-0.4%,0.1%,0.4%,,0.5%,-0.5%,-0.4%,1.4%,-0.2%,-1.1%,0.1%,0.0%,-0.8%,0.1%,-0.1%,-0.1%,-1.4%,-0.3%,-0.2%,-0.0%,-0.1%,,,0.7%,0.2%,-0.2%,0.3%,-0.1%,-1.0%,0.2%,0.0%,0.7%,1.0%,-0.7%,0.8%,0.7%,0.8%,0.7%,0.4%,1.0%,-0.3%,0.2%,-0.2%,-0.3%,,-0.3%,-1.2%,-0.9%,,-0.1%,-0.0%,-1.1%,-1.2%,-1.3%,-1.4%,-1.6%,0.9%,0.1%,0.2%,-0.6%,-0.2%,0.3%,0.2%,-0.3%,-0.8%,1.2%,-0.6%,-0.3%,-1.2%,-0.1%,0.2%,1.2%
20150317,0.3%,-0.5%,-0.0%,-0.3%,0.2%,0.4%,0.1%,-0.2%,,0.2%,-0.0%,0.2%,0.4%,0.3%,-0.2%,0.1%,-0.2%,-0.1%,-0.7%,0.2%,-0.1%,-0.3%,0.1%,0.0%,-0.1%,-0.4%,0.3%,-0.0%,0.1%,0.2%,-0.2%,-0.2%,0.2%,0.1%,-0.1%,-0.0%,-0.5%,0.4%,-0.4%,-0.0%,0.1%,-0.4%,0.5%,0.1%,0.0%,-0.3%,,0.4%,-0.6%,-0.0%,0.0%,0.3%,0.2%,0.1%,0.0%,-0.4%,-0.4%,-0.4%,-0.1%,0.2%,-0.8%,0.3%,-0.5%,-0.4%,0.0%,-0.2%,,-0.3%,-0.9%,-0.0%,-0.1%,0.6%,0.1%,0.3%,-0.2%,0.5%,0.8%,0.5%,-1.3%,-0.1%,-0.1%,-0.2%,0.5%,,0.3%,-0.3%,0.2%,1.0%,-0.4%,,-0.1%,0.3%,0.6%,0.1%,0.1%,-0.1%,-0.0%,0.2%,-0.1%,0.6%,0.6%,0.3%,-0.0%,0.1%,0.2%,-0.2%,-0.0%,,,-0.6%,0.4%,0.1%,0.2%,1.2%,0.8%,0.6%,0.7%,-0.4%,-0.1%,-0.4%,-0.3%,0.2%,-0.4%,0.0%,-0.2%,0.1%,-0.1%,0.1%,0.4%,0.5%,,-0.2%,-0.3%,-0.4%,,0.3%,-0.1%,-0.0%,0.3%,0.1%,0.1%,-0.2%,0.1%,0.3%,-0.5%,0.1%,0.0%,-0.3%,-0.6%,0.2%,0.3%,-0.1%,0.2%,0.4%,0.2%,0.6%,-0.3%,0.3%
20150318,0.5%,0.6%,-0.3%,-0.2%,0.2%,-1.0%,0.0%,0.0%,,0.5%,1.8%,1.2%,-0.3%,-0.3%,0.3%,0.3%,0.5%,-0.4%,0.9%,0.1%,0.3%,0.3%,0.2%,0.3%,0.6%,0.5%,0.0%,-0.1%,-0.9%,0.2%,0.8%,0.1%,-1.4%,-0.3%,0.2%,0.2%,0.9%,-0.8%,-0.2%,0.6%,-0.5%,-0.6%,-0.3%,-0.7%,-0.6%,1.6%,,-0.1%,-1.0%,-0.1%,-0.1%,-0.4%,0.8%,-0.6%,-0.1%,0.1%,-0.1%,-0.1%,0.1%,-0.3%,-0.5%,-0.2%,0.1%,-0.9%,0.2%,-1.0%,,-0.7%,0.4%,-0.6%,0.1%,-0.4%,0.2%,-0.1%,0.3%,0.5%,-2.2%,-1.4%,1.6%,0.3%,0.1%,-0.2%,-0.2%,,0.5%,-0.2%,-0.5%,1.3%,0.5%,,-0.0%,0.7%,-0.1%,-0.9%,1.4%,-0.3%,1.1%,-1.1%,-0.3%,0.4%,-0.3%,-0.1%,-0.1%,0.2%,0.0%,-0.6%,-0.6%,,,0.3%,-0.4%,-0.8%,-0.7%,-1.2%,-0.1%,-1.8%,-1.5%,-0.8%,0.4%,0.4%,0.2%,0.4%,0.1%,0.2%,1.2%,0.6%,-0.3%,0.8%,0.2%,0.5%,,0.5%,0.0%,-0.1%,,0.6%,-0.1%,-1.2%,0.7%,-0.2%,-0.4%,-0.5%,-0.3%,-0.2%,0.3%,0.1%,-0.0%,0.1%,0.2%,1.5%,0.7%,1.1%,0.2%,0.3%,-0.3%,-0.2%,-1.5%,-0.6%
20150319,-0.2%,0.6%,-0.4%,0.2%,-0.5%,0.4%,0.3%,0.1%,,-0.2%,-0.8%,0.1%,1.1%,-0.6%,0.1%,-1.6%,-0.0%,0.3%,-0.5%,-0.4%,0.1%,-0.2%,0.3%,-0.2%,0.4%,0.0%,-0.4%,0.1%,0.4%,0.2%,-1.0%,0.0%,1.9%,0.0%,-0.1%,0.1%,-1.0%,1.2%,-0.4%,-0.0%,1.2%,0.3%,0.3%,1.0%,0.5%,-1.3%,,0.2%,-0.0%,0.2%,0.4%,0.1%,0.3%,0.2%,0.2%,-0.1%,0.2%,0.4%,0.6%,-0.1%,0.8%,0.9%,-1.0%,-0.1%,0.2%,0.4%,,0.3%,-1.1%,0.2%,-0.2%,0.5%,-1.4%,0.5%,-0.4%,0.6%,1.8%,1.5%,-1.5%,-1.8%,-1.2%,0.2%,-0.0%,,1.6%,0.2%,-1.4%,-1.7%,-0.7%,,0.2%,0.1%,-0.5%,1.4%,-0.1%,0.9%,-1.4%,0.2%,1.0%,-1.0%,-0.9%,1.5%,0.4%,-0.0%,-0.3%,0.6%,0.7%,,,-1.0%,-1.5%,0.4%,0.9%,1.3%,0.6%,2.6%,2.9%,-0.1%,-0.9%,1.7%,-0.3%,-1.4%,-0.1%,0.3%,-1.5%,-0.5%,-0.6%,0.7%,-0.0%,0.2%,,-0.3%,1.3%,0.9%,,-1.5%,-0.2%,0.7%,-0.3%,1.6%,1.5%,1.2%,1.0%,0.3%,0.3%,-0.2%,0.8%,-0.3%,-0.2%,-0.3%,-0.5%,-0.4%,0.0%,0.2%,1.7%,1.0%,0.4%,1.3%
20150320,0.2%,-1.1%,0.6%,-1.4%,0.2%,-1.1%,0.9%,-0.3%,,-0.6%,0.7%,-0.0%,-1.1%,0.2%,-0.4%,1.6%,-0.2%,-0.7%,0.4%,-0.2%,0.1%,0.2%,-0.5%,0.4%,0.2%,0.6%,0.6%,0.4%,-0.2%,0.3%,0.7%,0.4%,-0.4%,-0.4%,0.4%,0.8%,0.0%,-0.6%,0.7%,0.5%,-0.7%,-0.2%,-0.1%,-0.6%,-0.2%,1.1%,,-0.2%,-0.1%,0.2%,0.6%,-0.0%,-0.2%,-1.2%,-0.2%,-0.3%,-0.3%,0.2%,-0.8%,0.1%,-0.7%,0.2%,1.7%,0.1%,0.4%,-0.2%,,0.8%,1.2%,0.5%,0.0%,0.2%,1.7%,-0.1%,0.5%,-1.3%,-0.7%,-0.7%,1.2%,1.9%,1.2%,0.1%,0.1%,,-0.7%,0.2%,0.6%,0.9%,0.2%,,0.3%,-0.4%,-1.0%,-0.5%,0.4%,-0.9%,1.3%,-0.7%,-0.6%,-0.1%,1.4%,-0.9%,-1.0%,-0.3%,-0.4%,-0.1%,-0.1%,,,1.3%,2.0%,-0.6%,-0.8%,-1.5%,-2.0%,-3.0%,-2.9%,0.3%,1.4%,-2.0%,1.2%,1.5%,1.1%,0.3%,1.8%,0.6%,0.4%,0.0%,0.1%,-0.2%,,0.6%,-0.8%,-1.2%,,1.2%,0.6%,-1.7%,-0.6%,-1.9%,-2.1%,-2.1%,-0.9%,0.0%,0.5%,-0.2%,-1.3%,0.3%,0.1%,0.7%,-1.4%,1.2%,0.0%,0.1%,-2.1%,-1.0%,-0.6%,0.8%
20150323,0.0%,-0.0%,-0.3%,0.9%,0.8%,0.5%,-0.6%,-0.5%,,-0.3%,0.3%,0.3%,-1.0%,0.4%,-0.1%,0.7%,-0.0%,-0.2%,0.0%,0.2%,-0.4%,-0.3%,0.5%,-0.2%,-0.4%,0.1%,-0.0%,-0.1%,-0.2%,0.3%,-1.2%,-0.1%,-0.8%,0.3%,-0.4%,0.1%,0.3%,-0.6%,-0.6%,0.7%,-0.4%,0.4%,-0.3%,0.2%,-0.2%,0.4%,,-0.1%,0.5%,-0.5%,-0.5%,-0.1%,-0.3%,1.7%,0.1%,-0.1%,-0.5%,-0.8%,-0.5%,-0.0%,-0.1%,-0.2%,0.0%,0.1%,0.3%,-0.7%,,-1.1%,0.3%,0.2%,-0.4%,-0.3%,1.3%,0.1%,-0.6%,0.9%,0.1%,0.7%,-0.2%,-0.1%,0.6%,-0.2%,0.2%,,-0.7%,-0.1%,0.8%,0.3%,0.4%,,-0.8%,-0.1%,0.6%,-0.8%,-0.8%,-0.3%,0.6%,0.1%,-0.4%,0.8%,0.5%,0.8%,0.0%,0.3%,0.3%,-0.2%,-0.4%,,,0.6%,0.1%,0.4%,-0.7%,0.8%,-0.3%,-0.9%,-1.4%,0.1%,0.5%,-0.0%,0.1%,0.7%,-0.1%,-0.5%,1.3%,-0.5%,-0.6%,0.3%,0.2%,-0.3%,,-0.4%,-0.1%,-0.4%,,1.6%,-0.5%,0.6%,0.3%,-0.4%,-0.7%,0.0%,-0.8%,-0.1%,-0.4%,-0.1%,-0.8%,0.1%,0.3%,-0.2%,1.2%,-0.9%,-0.4%,-0.5%,0.4%,-0.7%,0.2%,-1.2%
20150324,0.1%,0.5%,-0.5%,1.5%,0.2%,0.8%,-0.7%,-0.1%,,-0.6%,0.1%,0.2%,0.2%,0.2%,-0.3%,-0.6%,0.2%,-0.2%,-0.4%,-0.4%,-0.1%,0.0%,0.0%,0.1%,0.3%,0.1%,0.0%,0.3%,0.3%,-0.1%,-0.1%,0.4%,0.0%,-0.0%,-0.2%,-0.4%,0.4%,-0.5%,-0.5%,-0.1%,0.2%,-0.1%,0.1%,0.5%,0.8%,0.2%,,0.5%,0.4%,-0.3%,-0.6%,0.2%,-0.0%,-0.3%,0.6%,0.4%,0.4%,-0.3%,0.2%,-0.3%,-0.1%,-0.7%,-0.6%,-0.3%,-0.1%,-0.8%,,-0.1%,-0.2%,0.2%,0.1%,-0.5%,0.2%,0.0%,0.6%,1.1%,-0.7%,0.1%,-0.6%,-0.3%,-0.1%,-0.4%,-0.0%,,0.0%,0.3%,-0.5%,-0.1%,-0.7%,,-0.5%,0.6%,0.6%,-0.9%,0.2%,1.1%,0.1%,-0.1%,0.8%,-0.1%,-0.2%,0.5%,0.8%,-0.2%,-0.5%,0.3%,0.3%,,,-0.0%,-0.4%,0.2%,0.0%,0.8%,-0.4%,0.3%,0.3%,0.2%,-0.6%,0.9%,-0.7%,-0.9%,-0.3%,-0.3%,-0.0%,-0.6%,-0.3%,0.3%,-0.1%,0.2%,,0.1%,0.5%,0.5%,,-0.2%,-0.3%,1.0%,0.1%,0.6%,0.6%,1.3%,0.2%,-0.7%,0.6%,0.6%,0.7%,-0.2%,0.0%,-0.0%,0.6%,-0.6%,0.1%,0.2%,1.2%,0.7%,0.1%,-0.4%
20150325,0.2%,-1.1%,0.2%,-0.9%,0.3%,0.6%,0.1%,-0.3%,,-0.1%,-1.2%,-0.9%,-2.5%,1.0%,-0.1%,1.7%,-0.8%,-0.7%,1.8%,-0.1%,-0.2%,-0.1%,-0.1%,-0.1%,-0.2%,0.4%,0.2%,-0.2%,-0.5%,0.5%,1.0%,0.4%,-2.5%,-0.2%,0.2%,-0.1%,1.2%,-1.2%,0.3%,0.3%,-2.1%,-0.2%,-0.5%,-1.7%,-1.1%,1.7%,,-0.2%,-0.0%,-0.1%,0.1%,-0.4%,-1.8%,1.7%,-0.3%,-0.3%,-1.0%,-0.1%,-1.4%,-0.4%,-0.2%,-1.0%,2.0%,0.1%,-0.1%,0.1%,,0.1%,1.5%,-0.4%,-0.1%,0.0%,2.7%,-1.0%,-0.1%,-0.7%,-1.6%,-1.6%,1.4%,2.6%,1.7%,-0.1%,0.1%,,-2.7%,0.2%,2.2%,1.1%,1.5%,,-0.0%,-1.1%,0.1%,-1.2%,-0.7%,-1.1%,1.6%,-0.4%,-0.9%,1.2%,0.9%,-1.3%,0.0%,0.1%,-0.1%,0.1%,-0.0%,,,1.5%,2.2%,-0.2%,-2.1%,-1.0%,-1.4%,-3.6%,-3.5%,-0.1%,1.8%,-1.5%,0.7%,1.8%,0.8%,0.1%,2.3%,0.2%,0.2%,-0.7%,0.4%,0.1%,,0.1%,-0.1%,-0.1%,,2.4%,0.5%,0.8%,-0.1%,-1.3%,-1.2%,-1.4%,-0.6%,-0.3%,-0.5%,0.2%,-1.1%,0.0%,0.4%,-1.0%,0.7%,-0.9%,0.3%,-1.0%,-0.5%,-1.3%,1.5%,-1.8%
20150326,-0.2%,-0.2%,0.4%,0.1%,-0.7%,0.4%,0.3%,-0.2%,,-0.5%,-0.0%,-0.1%,0.5%,0.3%,0.0%,-0.1%,-0.1%,-0.2%,0.9%,0.2%,0.1%,-0.2%,0.3%,-0.4%,-0.1%,-0.4%,-0.1%,-0.7%,-0.4%,0.3%,0.1%,-0.3%,-0.4%,-0.1%,0.1%,-0.4%,0.4%,-0.3%,0.2%,-0.8%,-0.4%,-0.2%,0.1%,-0.2%,-0.3%,0.0%,,-0.3%,0.3%,-0.1%,-0.1%,-0.0%,0.1%,0.3%,0.3%,0.2%,-0.2%,0.4%,0.1%,-0.4%,0.6%,-0.5%,0.4%,-0.2%,-0.1%,0.2%,,0.1%,0.3%,0.1%,-0.1%,0.3%,-0.7%,0.4%,-0.2%,-0.4%,-0.7%,-0.8%,0.5%,0.9%,-0.0%,0.3%,0.2%,,-0.3%,-0.1%,0.5%,0.2%,0.4%,,0.3%,-0.1%,0.6%,0.0%,-0.3%,-0.2%,0.2%,0.0%,-0.0%,0.3%,-0.6%,-0.8%,0.3%,-0.1%,0.4%,-0.5%,-0.4%,,,0.2%,0.2%,-0.4%,-0.0%,-0.3%,0.4%,-0.3%,0.0%,-0.5%,0.3%,-0.7%,-0.1%,-0.4%,0.1%,0.1%,-0.2%,0.2%,0.5%,-1.0%,-0.0%,0.2%,,-0.2%,-0.3%,0.2%,,-0.3%,0.3%,0.3%,-0.2%,0.4%,0.4%,0.3%,0.2%,-0.3%,-0.2%,0.5%,0.0%,0.1%,-0.1%,-0.6%,0.4%,-0.6%,0.5%,-0.4%,0.5%,0.3%,0.5%,-0.1%
20150327,-0.6%,-0.4%,0.6%,-0.7%,0.1%,-0.2%,0.7%,0.7%,,0.4%,-0.2%,-0.5%,0.4%,-0.6%,0.5%,0.1%,0.0%,0.1%,-0.2%,-0.3%,0.5%,0.5%,-0.4%,0.4%,0.5%,0.1%,0.1%,0.2%,0.0%,-0.5%,0.1%,0.5%,1.6%,-0.0%,0.3%,0.6%,-0.5%,1.3%,-0.4%,0.8%,0.3%,0.7%,-0.4%,-0.2%,0.3%,-1.0%,,-0.3%,-0.1%,0.1%,0.2%,0.2%,0.1%,-0.7%,0.1%,-0.1%,0.6%,0.0%,-0.0%,0.4%,-0.5%,0.5%,-0.5%,-0.5%,-0.3%,1.2%,,-0.2%,-0.4%,0.1%,0.4%,0.1%,0.0%,0.5%,0.1%,-0.4%,1.3%,1.3%,-0.6%,-0.8%,0.1%,0.4%,0.1%,,0.7%,-0.1%,-0.8%,-0.3%,-0.3%,,0.7%,-0.3%,0.1%,1.3%,0.0%,-0.7%,-0.8%,0.3%,-0.6%,-0.4%,0.4%,0.9%,-0.5%,-0.5%,-0.4%,0.0%,0.0%,,,0.1%,-0.8%,0.4%,-0.1%,-0.7%,-0.8%,0.7%,0.5%,0.6%,0.2%,0.1%,0.3%,0.0%,0.2%,0.2%,0.2%,-0.0%,-0.5%,0.8%,-0.3%,-0.0%,,-0.1%,0.1%,-0.6%,,-0.0%,0.0%,-0.0%,-0.8%,-0.3%,-0.3%,0.0%,0.9%,-0.2%,0.1%,0.2%,-0.3%,0.1%,0.4%,0.4%,-0.4%,0.4%,-0.1%,0.4%,-0.1%,-0.1%,-0.3%,0.8%
20150330,0.3%,-0.5%,0.3%,-1.2%,-0.2%,-0.9%,0.1%,-0.2%,,1.1%,1.1%,0.8%,0.2%,-0.8%,0.1%,0.1%,0.1%,0.1%,0.1%,0.2%,-0.0%,-0.3%,-0.1%,0.3%,0.3%,-0.1%,-0.1%,0.1%,0.2%,-0.3%,0.1%,0.3%,0.5%,0.0%,0.1%,0.0%,-0.4%,0.3%,0.0%,0.4%,0.4%,0.6%,0.1%,-0.3%,0.4%,-0.2%,,-0.0%,-0.8%,0.2%,0.3%,-0.1%,1.4%,0.1%,-0.3%,-0.5%,0.2%,-0.1%,-0.1%,0.5%,-0.9%,0.3%,0.2%,-0.4%,0.1%,0.2%,,-0.0%,0.6%,-0.2%,-0.4%,0.5%,-1.1%,-0.2%,0.4%,-1.0%,-0.4%,-0.1%,0.4%,-0.1%,0.1%,-0.1%,0.4%,,0.3%,0.0%,-0.1%,0.7%,-0.6%,,0.2%,0.4%,-0.4%,0.2%,0.6%,-0.2%,-0.1%,-0.2%,-0.0%,0.5%,0.2%,-0.6%,-0.5%,-0.5%,0.2%,0.1%,0.1%,,,-0.3%,0.2%,-0.6%,0.3%,-0.9%,-0.8%,0.0%,0.5%,0.4%,0.2%,-0.2%,-0.1%,0.0%,0.3%,0.4%,-0.2%,-0.3%,-0.0%,0.3%,0.3%,-0.4%,,0.0%,-1.0%,-0.6%,,-0.1%,-0.0%,-1.7%,-0.5%,-0.8%,-0.7%,-1.0%,-0.6%,-0.2%,0.1%,0.1%,-0.2%,0.3%,0.3%,1.1%,-0.9%,1.2%,-0.3%,0.0%,-1.2%,0.5%,-1.1%,0.8%
20150331,-0.1%,-0.5%,0.1%,-0.7%,0.3%,0.6%,0.5%,-0.1%,,0.5%,-0.6%,-0.2%,-0.5%,-0.1%,-0.0%,0.4%,-0.2%,-0.1%,0.7%,-0.1%,-0.2%,-0.3%,-0.0%,0.1%,-0.3%,-0.2%,0.3%,-0.1%,0.2%,0.2%,0.8%,0.5%,-0.1%,-0.1%,-0.2%,-0.2%,0.1%,-0.1%,0.2%,-0.1%,-0.5%,0.6%,-0.1%,-0.3%,0.1%,-0.3%,,0.2%,0.5%,-0.1%,-0.2%,-0.0%,-0.5%,0.3%,-0.6%,-0.1%,-0.4%,0.1%,-0.7%,-0.3%,-1.0%,-0.1%,0.4%,-0.2%,-0.2%,0.1%,,0.0%,-0.2%,-0.1%,-0.4%,0.1%,0.9%,0.1%,-0.4%,-0.2%,0.4%,0.3%,0.1%,0.3%,-0.0%,0.2%,0.1%,,-1.0%,0.2%,0.9%,0.1%,0.1%,,0.1%,-0.4%,0.1%,-0.3%,-0.5%,-0.4%,-0.2%,-0.2%,-0.5%,0.3%,0.2%,-0.1%,-0.3%,-0.1%,-0.1%,-0.2%,-0.3%,,,0.4%,0.6%,0.2%,-0.7%,0.1%,-0.6%,-0.2%,-0.5%,0.4%,0.9%,-1.3%,0.7%,0.7%,0.3%,-0.4%,0.1%,-0.2%,0.2%,-0.2%,0.4%,-0.2%,,0.4%,0.0%,-0.0%,,0.4%,0.1%,0.0%,-0.7%,-0.6%,-0.3%,-0.3%,-0.0%,-0.3%,0.1%,0.4%,-0.2%,0.2%,-0.2%,-0.8%,-0.1%,-0.5%,0.3%,-0.2%,-0.4%,-0.4%,1.0%,-0.1%
